Area code,Area name,Region,Rural Urban Classification,Population,Aged 4 years and under,Aged 5 to 14 years,Aged 15 to 19 years,Aged 20 to 34,Aged 35 to 54,Aged 55 to 64,Aged 65+,GDHI (£m),"GP Surgeries per 100,000 people","Doctors per 100,000 people",Very good health,Good health,Fair health,Bad health,Very bad health,Longitude,Latitude
E07000143,Breckland,East,Rural,141500,6785,15391,6660,23338,34175,19824,35301,71.54,13.0961325052901,127.35,60208,52416,21131,6109,1613,0.8373,52.5881
E07000144,Broadland,East,Urban,131700,5936,13998,6322,19174,33477,18745,34070,80.06,13.2777634345148,118.53,59373,47997,18304,4810,1237,1.3099,52.7013
E07000145,Great Yarmouth,East,Urban,99800,4953,11041,5109,16719,24011,13978,23937,56.3,11.9922050667066,89.82,40086,35834,16599,5610,1619,1.6495,52.6727
E07000146,King's Lynn and West Norfolk,East,Rural,154300,7259,16625,7216,24917,36407,21966,39935,86.08,16.6925615377701,138.87,64413,56961,23789,7106,2056,0.5351,52.7312
E07000147,North Norfolk,East,Rural,103000,3664,9237,4408,12818,21678,16675,34500,52.79,13.5622118029992,92.7,40520,38727,17522,4821,1391,1.1751,52.847
E07000148,Norwich,East,Urban,144000,6931,14941,10263,40215,35870,14193,21509,86.5,15.1108241580867,129.6,63232,52223,20346,6382,1738,1.2771,52.6331
E07000149,South Norfolk,East,Rural,141900,6990,16183,6902,21448,36167,19747,34512,87.68,10.9099587467185,127.71,66743,50340,18701,4877,1287,1.2723,52.5141
E07000170,Ashfield,East Midlands,Urban,126300,6778,15265,6547,22934,32980,16914,24883,67.25,13.2440012464942,113.67,53556,43876,19912,6947,2009,-1.2592,53.0924
E07000171,Bassetlaw,East Midlands,Rural,117800,5967,13180,5774,19900,29821,17081,26081,61.21,12.2663264805456,106.02,51679,40938,17862,5618,1707,-0.9593,53.3328
E07000172,Broxtowe,East Midlands,Urban,110900,5291,12048,5663,20918,28084,14709,24225,61.74,13.2541618068073,99.81,51331,38407,15476,4462,1264,-1.2622,52.9766
E07000173,Gedling,East Midlands,Urban,117300,5981,13549,5732,19739,31000,15974,25287,60.78,10.9646348354883,105.57,53976,40850,16183,4840,1414,-1.1194,53.0284
E07000174,Mansfield,East Midlands,Urban,110500,5960,13149,5353,20608,28923,15185,21302,57.58,9.81345513912803,99.45,47123,38004,17302,6249,1804,-1.173,53.1708
E07000175,Newark and Sherwood,East Midlands,Rural,122900,6062,13601,6271,20832,31055,17468,27668,66.44,11.8889100247289,110.61,54954,43072,17806,5553,1571,-0.9199,53.1239
E07000176,Rushcliffe,East Midlands,Rural,119000,5851,14185,6394,19220,31807,15879,25745,73.14,12.9184362232952,107.1,63235,38139,13096,3629,978,-1.0377,52.9008
E07000177,Cherwell,South East,Urban,161000,9355,19205,8319,30828,44988,20286,28034,97.37,12.6261867112391,144.9,81759,55298,17966,4699,1296,-1.2757,51.9589
E07000178,Oxford,South East,Urban,162100,7137,16502,15874,50663,38254,14641,18969,111.36,13.3184812088338,145.89,88767,52154,15703,4221,1194,-1.2409,51.7546
E07000179,South Oxfordshire,South East,Rural,149100,7980,17883,7639,24084,41084,19834,30577,97.03,11.7321931379706,134.19,79641,49194,15408,3831,1011,-1.0715,51.6339
E07000180,Vale of White Horse,South East,Rural,138900,7799,17008,7348,24135,37347,17809,27465,98.87,8.90593957662533,125.01,72726,46700,14989,3585,913,-1.4415,51.6342
E07000181,West Oxfordshire,South East,Rural,114200,5720,13452,5774,19013,29804,15724,24749,67.4,11.7320729734939,102.78,58560,38834,12766,3198,879,-1.5068,51.8377
E07000192,Cannock Chase,West Midlands,Urban,100500,5566,11378,5093,19037,26312,13579,19554,54.86,20.420467142496,90.45,43559,35779,14742,4955,1485,-1.9802,52.7124
E07000193,East Staffordshire,West Midlands,Urban,124000,6966,15099,6751,23301,32578,16237,23087,70.13,12.5355500364314,111.6,57717,43989,16319,4637,1357,-1.8123,52.8634
E07000194,Lichfield,West Midlands,Urban,106400,5229,11448,5371,17082,27139,14636,25529,55.04,11.7996242273515,95.76,50143,37056,13924,4162,1151,-1.805,52.6882
E07000195,Newcastle-under-Lyme,West Midlands,Urban,123300,5793,13018,7646,22993,30442,16669,26738,63.97,18.7412150554428,110.97,54189,43520,17878,5972,1741,-2.3188,52.9932
E07000196,South Staffordshire,West Midlands,Urban,110500,4921,11094,5228,17490,27275,16719,27744,67.05,15.9168081494058,99.45,49718,39468,15421,4538,1327,-2.1766,52.6255
E07000197,Stafford,West Midlands,Urban,136800,6718,15075,6431,22694,35418,19083,31450,79.1,9.95187557312141,123.12,64032,47929,18200,5203,1503,-2.1764,52.8482
E07000198,Staffordshire Moorlands,West Midlands,Rural,95800,4072,9963,4746,13715,23781,14450,25118,58.5,15.6600720363314,86.22,42805,33976,13660,4144,1262,-1.9813,53.0794
E07000199,Tamworth,West Midlands,Urban,78600,4442,9537,4237,14935,20776,9806,14914,40.46,13.7049449933344,70.74,35798,27433,10922,3434,1060,-1.6778,52.6263
E07000200,Babergh,East,Rural,92300,3972,9926,4761,13077,22530,13535,24542,49.53,17.7319759679573,83.07,42772,33135,12352,3225,854,0.9079,52.0529
E07000202,Ipswich,East,Urban,139700,8326,17846,8059,28677,37735,15988,23011,77.76,9.32715349624761,125.73,63728,49957,18905,5562,1490,1.1599,52.0561
E07000203,Mid Suffolk,East,Rural,102700,4497,10780,5227,15819,25067,15331,25976,61.38,8.33109627970267,92.43,48205,36960,13204,3454,876,1.0925,52.2469
E07000207,Elmbridge,South East,Urban,138800,8347,19800,7435,18625,42332,17394,24821,87.92,12.0996441281139,124.92,81741,40971,12067,3038,938,-0.3923,51.357
E07000208,Epsom and Ewell,South East,Urban,80900,4626,10664,4619,12758,23779,9876,14616,44.03,10.9770822915269,72.81,43925,26427,8110,1940,536,-0.2615,51.3392
E07000209,Guildford,South East,Urban,143600,6684,16079,10766,30371,37148,17444,25158,102.32,10.725585885129,129.24,78671,46690,13717,3531,1041,-0.5617,51.2477
E07000210,Mole Valley,South East,Urban,87400,4007,9999,4666,11901,23221,12828,20762,66.79,14.7282079169782,78.66,45952,28806,9411,2501,716,-0.3252,51.2122
E07000211,Reigate and Banstead,South East,Urban,150900,9045,19896,7666,25420,43288,18815,26716,91.05,8.9752219764721,135.81,81155,49031,15541,3979,1140,-0.1919,51.2533
E07000212,Runnymede,South East,Urban,88100,4781,9647,6553,18075,23322,10540,15161,70.67,6.63408593352646,79.29,46128,29446,9344,2487,674,-0.5413,51.3938
E07000213,Spelthorne,South East,Urban,103000,6010,12463,5114,18377,29307,13095,18592,65.12,10.5816034015045,92.7,51913,35432,11642,3072,897,-0.4679,51.4248
E07000214,Surrey Heath,South East,Urban,90500,4478,11107,4865,14571,25497,12126,17809,62.44,9.76477736307612,81.45,48670,29656,9208,2249,670,-0.6705,51.343
E07000215,Tandridge,South East,Urban,87900,4976,10970,4845,12947,23796,12003,18340,52.92,10.0661007281146,79.11,45917,28955,9685,2570,750,-0.0434,51.227
E07000216,Waverley,South East,Rural,128200,6466,16431,7956,17387,35162,16819,28006,70.86,10.5943426210404,115.38,70073,41167,12883,3236,870,-0.6328,51.1499
E07000217,Woking,South East,Urban,103900,6215,13532,5314,18612,30853,12208,17210,68.05,15.2911044000153,93.51,55399,34440,10559,2776,768,-0.5607,51.3139
E07000218,North Warwickshire,West Midlands,Rural,65000,3206,7267,3224,10927,16658,9481,14272,37.65,15.1135024030469,58.5,29587,22596,9157,2864,830,-1.628,52.5476
E07000219,Nuneaton and Bedworth,West Midlands,Urban,134200,7753,16339,6937,25524,34939,17104,25597,68.76,15.2401410801631,120.78,59458,47478,19379,6075,1807,-1.4759,52.5012
E07000220,Rugby,West Midlands,Urban,114400,6368,14338,6204,21165,31585,13898,20806,79.22,10.9445113275692,102.96,55844,39851,13777,3887,1004,-1.3283,52.3844
E07000221,Stratford-on-Avon,West Midlands,Rural,134700,6245,14442,6371,19569,34191,19993,33914,87.58,12.6823975367966,121.23,66877,46177,16193,4275,1203,-1.623,52.1788
E07000222,Warwick,West Midlands,Urban,148500,7438,16257,9238,30823,38997,17678,28025,92.29,11.7529529294235,133.65,77332,49195,16306,4393,1227,-1.5847,52.3101
E07000223,Adur,South East,Urban,64500,3192,7719,3196,9486,17225,8487,15239,33.38,13.9131510195248,58.05,29272,22573,9108,2800,791,-0.325,50.8436
E07000224,Arun,South East,Urban,164800,7254,16521,7654,25147,38479,22950,46884,84.58,10.7137755344984,148.32,71215,60303,24419,7110,1842,-0.6338,50.8355
E07000225,Chichester,South East,Rural,124100,5309,12766,6527,19091,28564,18185,33627,71.35,10.1560119684695,111.69,60839,42522,15366,4178,1163,-0.7374,50.942
E07000226,Crawley,South East,Urban,118500,7639,15906,6500,25173,34324,13197,15752,79.49,9.95478866813223,106.65,58152,41451,13754,3975,1161,-0.1821,51.1255
E07000227,Horsham,South East,Rural,146800,7368,17008,7671,22140,38203,20945,33444,87.93,11.3739763421292,132.12,75551,49827,16218,4067,1115,-0.363,50.9948
E07000228,Mid Sussex,South East,Urban,152600,8315,19126,8011,23221,42826,19576,31491,88.77,12.0317892537124,137.34,80741,50460,16029,4180,1156,-0.1271,51.0208
E07000229,Worthing,South East,Urban,111400,5448,12411,5440,18547,29892,14649,24953,60.76,9.80042765502495,100.26,50406,39682,15418,4526,1308,-0.3964,50.83
E07000234,Bromsgrove,West Midlands,Urban,99200,5158,11789,5254,14623,25949,13670,22739,54.87,12.9123253111374,89.28,50253,32850,11705,3329,1046,-2.0162,52.3617
E07000235,Malvern Hills,West Midlands,Rural,79400,3114,8330,4254,10472,18549,12521,22246,44.44,12.2216518784679,71.46,36926,27733,10843,3096,888,-2.345,52.1829
E07000236,Redditch,West Midlands,Urban,87000,4992,10775,4627,16642,23235,10610,16158,57.56,11.4864632031151,78.3,40480,30616,11431,3547,964,-1.9519,52.2822
E07000237,Worcester,West Midlands,Urban,103900,5281,11814,6293,22014,27409,12770,18293,59.09,7.60868531428626,93.51,49220,36463,13209,3882,1098,-2.2112,52.1967
E07000238,Wychavon,West Midlands,Rural,132500,6252,14063,6506,20196,33231,19312,32932,75.26,11.0108714003626,119.25,62836,46380,17163,4829,1284,-2.0511,52.1643
E07000239,Wyre Forest,West Midlands,Urban,101600,4807,11148,5012,15977,25086,13913,25666,53.83,9.68494862134756,91.44,44004,36337,15024,4818,1424,-2.2747,52.3795
E07000240,St Albans,East,Urban,148200,8659,21408,8258,22045,44390,17916,25493,95.4,10.0836946657255,133.38,85242,44893,13557,3520,955,-0.3426,51.7721
E07000241,Welwyn Hatfield,East,Urban,119900,6626,14366,8071,26542,31496,13928,18808,81.82,9.85634378927137,107.91,61896,40200,13130,3664,946,-0.1942,51.7671
E07000242,East Hertfordshire,East,Urban,150100,8316,18742,8193,25436,42150,19934,27390,94.61,12.3866458918711,135.09,81057,48853,15274,3916,1055,-0.0082,51.8651
E07000243,Stevenage,East,Urban,89500,5618,11619,4743,18326,24450,11195,13542,62.38,14.4210502961862,80.55,42673,31339,11298,3298,887,-0.1893,51.9042
E07000244,East Suffolk,East,Rural,245900,10634,26062,12259,35230,57251,36313,68309,135.12,13.7596114933225,221.31,106604,88502,36851,11148,2951,1.462,52.2402
E07000245,West Suffolk,East,Rural,179800,9829,20148,8777,36023,45564,22242,37363,96.21,12.3614044705288,161.82,85843,63799,22468,6150,1688,0.6222,52.2778
E08000001,Bolton,North West,Urban,296000,18458,41251,18319,54448,77342,35421,50722,156.64,17.8581467873525,266.4,142076,96785,38905,13968,4229,-2.4668,53.5787
E08000002,Bury,North West,Urban,193800,11159,25341,11232,34556,51365,24749,35448,102.69,17.3934396038388,174.42,93456,63919,25700,8416,2359,-2.3124,53.5879
E08000003,Manchester,North West,Urban,552000,34378,72905,42418,162469,139265,48335,52167,336.5,13.9675160410886,496.8,280547,173458,64955,24915,8063,-2.2326,53.4515
E08000004,Oldham,North West,Urban,242100,16005,35513,16254,45828,62171,27703,38614,130.56,15.0327062934222,217.89,113590,79548,33754,11724,3472,-2.0508,53.5519
E08000005,Rochdale,North West,Urban,223800,14639,31203,13457,42194,58537,26876,36867,116.15,16.5392851546858,201.42,104957,73713,30753,11214,3136,-2.1577,53.6166
E08000006,Salford,North West,Urban,269900,17257,32772,15494,73533,67231,27713,35921,155.17,15.8391586238939,242.91,134447,86140,33249,12406,3681,-2.3703,53.4895
E08000007,Stockport,North West,Urban,294800,16575,35984,14763,50368,79653,38158,59275,161.9,14.021265586139,265.32,145602,96317,37255,12017,3582,-2.1281,53.3939
E08000008,Tameside,North West,Urban,231100,13666,29574,12451,43423,61384,30056,40515,115.13,14.4886775246521,207.99,104704,77895,33204,11821,3447,-2.0629,53.4774
E08000009,Trafford,North West,Urban,235100,13466,32440,13210,38000,67674,28970,41290,137.56,11.7904665656055,211.59,124806,72803,26515,8406,2522,-2.3556,53.4191
E08000010,Wigan,North West,Urban,329300,17782,39033,17446,60746,87738,42982,63603,172.92,17.3952012831172,296.37,152373,110193,46214,16085,4466,-2.5895,53.5242
E08000011,Knowsley,North West,Urban,154500,9735,18651,8390,30884,38370,22247,26242,88.79,16.3272482934886,139.05,73079,46569,21561,10037,3273,-2.8341,53.4252
E08000012,Liverpool,North West,Urban,486100,26372,51970,33846,124733,116645,58201,74322,292.19,18.0648747369675,437.49,231830,150332,65142,29077,9707,-2.9166,53.4038
E08000013,St. Helens,North West,Urban,183200,9659,20968,9391,33148,47664,24776,37642,126.33,14.5175339548989,164.88,82747,59974,26762,10591,3171,-2.7235,53.4595
E08000014,Sefton,North West,Urban,279300,13508,30366,14031,45874,69198,41494,64763,158.95,15.561725229447,251.37,129449,90164,40057,14953,4610,-3.0046,53.5509
E08000015,Wirral,North West,Urban,320200,16316,38049,16997,52698,80292,45453,70391,167.66,15.0837920037432,288.18,148845,102703,45385,17840,5426,-3.0712,53.362
E08000016,Barnsley,Yorkshire and The Humber,Urban,244600,13463,28716,12256,45399,63577,33565,47599,132.33,14.4898953105064,220.14,106010,82192,38001,14252,4117,-1.5329,53.5358
E08000017,Doncaster,Yorkshire and The Humber,Urban,308100,16942,36741,16136,58255,78599,41579,59852,165.33,14.0048889794255,277.29,136540,105090,45337,16192,4945,-1.0958,53.5444
E08000018,Rotherham,Yorkshire and The Humber,Urban,265800,14645,32520,14472,48525,68405,35011,52228,146.46,15.4870111912093,239.22,117359,90450,39277,14400,4321,-1.2863,53.4087
E08000019,Sheffield,Yorkshire and The Humber,Urban,556500,30179,64067,37455,130275,135734,63996,94819,316.37,15.6999016139499,500.85,259654,187759,75541,25998,7570,-1.5504,53.4044
E08000021,Newcastle upon Tyne,North East,Urban,300200,15651,33108,23355,81281,69359,32856,44515,183.3,10.5777367489807,270.18,145219,96614,39307,14525,4461,-1.6583,55.0083
E08000022,North Tyneside,North East,Urban,209000,10991,24092,10369,35577,56225,28816,42898,111.82,14.1663794039732,188.1,96170,69597,30204,10188,2806,-1.5192,55.0283
E08000023,South Tyneside,North East,Urban,147800,7823,17100,7480,25814,37017,21705,30838,66.57,14.0684665371475,133.02,64656,48869,22930,8709,2614,-1.4444,54.9628
E08000024,Sunderland,North East,Urban,274200,13849,31272,14645,50209,68985,38946,56266,140.69,14.9435347864142,246.78,118258,90486,43507,16834,5086,-1.4367,54.8626
E08000025,Birmingham,West Midlands,Urban,1144900,75023,164327,86440,260682,292634,115325,150487,708.35,16.2085812860352,1030.41,544500,380993,150801,51755,16870,-1.8747,52.4886
E08000026,Coventry,West Midlands,Urban,345300,20442,44071,25408,81614,87548,35928,50313,225,16.6342299183259,310.77,167651,116149,43030,14126,4369,-1.52,52.4168
E08000027,Dudley,West Midlands,Urban,323500,18176,39082,17772,58818,82711,40871,66058,195.04,13.1627280519162,291.15,141846,114604,47402,15299,4337,-2.1088,52.4829
E08000028,Sandwell,West Midlands,Urban,341900,22176,48922,22002,67802,93143,38082,49705,190.3,16.1127431657512,307.71,153337,116762,49048,17472,5214,-2.009,52.5153
E08000029,Solihull,West Midlands,Urban,216200,11693,27375,11807,35761,55590,28413,45599,143.77,14.1686434209504,194.58,106508,72191,26816,8293,2432,-1.7272,52.4132
E08000030,Walsall,West Midlands,Urban,284100,18193,39114,17295,53773,72845,33442,49462,158.64,18.3558683364735,255.69,126170,97681,41567,14222,4484,-1.9662,52.5992
E08000031,Wolverhampton,West Midlands,Urban,263700,16325,35724,15355,51747,70811,30482,43282,145.01,17.9866018170139,237.33,118244,90690,38056,12953,3784,-2.1207,52.5893
E08000032,Bradford,Yorkshire and The Humber,Urban,546400,36096,80906,37779,105694,141976,60959,83002,302.6,14.4592766077466,491.76,252136,188664,73124,24904,7580,-1.8547,53.8448
E08000033,Calderdale,Yorkshire and The Humber,Urban,206600,11317,26116,11602,35045,55229,28012,39310,109.95,14.3722902244473,185.94,96309,70657,27913,9057,2695,-1.9734,53.7212
E08000034,Kirklees,Yorkshire and The Humber,Urban,433300,25144,56258,26867,80713,114270,53149,76813,228.83,16.740831566874,389.97,201705,149441,58024,18669,5378,-1.7632,53.6274
E08000035,Leeds,Yorkshire and The Humber,Urban,812000,46800,97771,51822,191726,208180,88887,126766,482.82,14.2269291655665,730.8,402056,270304,98856,31621,9116,-1.506,53.8257
E08000036,Wakefield,Yorkshire and The Humber,Urban,353300,20074,41825,17865,66976,93475,46548,66607,194.88,11.3326662723267,317.97,157984,121164,51084,17900,5238,-1.4118,53.6607
E08000037,Gateshead,North East,Urban,196100,10053,22303,10074,36284,50866,26798,39773,103.11,15.5670160038968,176.49,85811,65777,30117,11120,3326,-1.6832,54.9351
E09000001,City of London,London,Urban,8600,213,333,216,3180,2457,975,1206,9.78,[c],7.74,4937,2726,687,186,47,-0.092,51.5147
E09000002,Barking and Dagenham,London,Urban,218900,17251,36560,15125,46511,64478,19912,19032,136.4,17.0934019468485,197.01,111929,71978,24295,8169,2498,0.134,51.5455
E09000003,Barnet,London,Urban,389300,24106,51056,21464,80611,113991,42011,56104,238.76,13.1643236702134,350.37,213576,120802,39317,11724,3925,-0.2099,51.616
E09000004,Bexley,London,Urban,246500,15031,32634,14113,45494,68124,30184,40892,150.04,11.1619155441633,221.85,125181,82371,28260,8128,2533,0.1406,51.4588
E09000005,Brent,London,Urban,339800,19970,40704,20622,83749,98946,36268,39555,226.41,17.7057421753681,305.82,176793,111300,36871,11158,3692,-0.2678,51.5586
E09000006,Bromley,London,Urban,330000,19491,41551,17215,55426,97461,40604,58241,224.1,14.4944166299273,297,176211,106977,34265,9694,2844,0.0515,51.3721
E09000007,Camden,London,Urban,210100,10032,20261,13743,62708,57675,20887,24829,164.21,15.3913708731887,189.09,116692,61665,21109,8013,2657,-0.1573,51.5463
E09000008,Croydon,London,Urban,390800,25171,50418,22344,80761,112845,46104,53073,277.66,12.8224145863766,351.72,200050,130711,43327,12733,3898,-0.0872,51.3554
E09000009,Ealing,London,Urban,367100,21515,45893,21801,82302,111564,39578,44462,226.46,18.916182661054,330.39,192559,120388,38868,11619,3681,-0.3309,51.5224
E09000010,Enfield,London,Urban,330000,21259,46857,21338,63419,93929,38169,45013,199.85,13.7434375085896,297,167119,108918,37822,12150,3975,-0.0872,51.6511
E09000011,Greenwich,London,Urban,289100,19027,36988,15895,70947,87333,28655,30226,190.29,12.9202041392254,260.19,152415,92418,30949,10134,3152,0.0569,51.4727
E09000012,Hackney,London,Urban,259200,16135,30578,14124,82072,72282,23450,20505,198.57,14.4331933060369,233.28,146836,73626,25710,9467,3507,-0.0633,51.5522
E09000013,Hammersmith and Fulham,London,Urban,183200,9075,17831,8205,59748,51718,17594,18986,144.67,14.5024063251977,164.88,108069,51238,16301,5603,1946,-0.2215,51.496
E09000014,Haringey,London,Urban,264200,14932,30317,14571,66264,82451,27993,27712,168.85,13.6936799863063,237.78,140184,83809,27408,9562,3275,-0.1076,51.5904
E09000015,Harrow,London,Urban,261300,15699,32614,15042,54057,74407,29205,40179,159.16,12.1466095776017,235.17,134553,88594,27907,7715,2434,-0.3412,51.5977
E09000016,Havering,London,Urban,262000,16491,32827,14367,50334,70213,31709,46111,160.74,13.7985045404539,235.8,130764,89013,30642,8941,2692,0.221,51.5645
E09000017,Hillingdon,London,Urban,305900,19881,40464,18556,64262,88568,33005,41173,205.84,14.4192490705854,275.31,156976,103725,33088,9244,2876,-0.4457,51.5415
E09000018,Hounslow,London,Urban,288200,18221,37765,16174,62474,89906,29692,33950,209.46,14.5414702440938,259.38,149624,96314,30323,9017,2903,-0.3673,51.4683
E09000019,Islington,London,Urban,216600,11211,19932,10635,74539,59306,20643,20321,178.48,14.960287237515,194.94,118690,63421,22469,8901,3108,-0.1103,51.5484
E09000020,Kensington and Chelsea,London,Urban,143400,6171,12848,6707,37344,41437,18268,20601,90.64,21.0226502102265,129.06,85462,38302,13191,4806,1614,-0.1932,51.5017
E09000021,Kingston upon Thames,London,Urban,168000,9559,21098,9450,34426,50796,18409,24323,115.9,11.7333708801201,151.2,90958,54724,16710,4367,1304,-0.2869,51.3878
E09000022,Lambeth,London,Urban,317600,15265,30425,14934,108653,89756,31358,27260,221.14,13.9370173515866,285.84,178535,96211,30240,9582,3086,-0.1182,51.4533
E09000023,Lewisham,London,Urban,300600,19127,35752,15670,77241,92025,32092,28644,193.92,12.0519035312077,270.54,159645,96291,31609,9891,3114,-0.0201,51.448
E09000024,Merton,London,Urban,215200,13532,26469,10678,47521,67080,22836,27071,142.48,9.75750282270617,193.68,118140,68979,20760,5599,1704,-0.1972,51.41
E09000025,Newham,London,Urban,351100,23854,46621,22154,101019,103152,29070,25166,255,13.2394801297469,315.99,180480,116872,37801,11823,4060,0.0363,51.5285
E09000026,Redbridge,London,Urban,310300,21194,43158,19315,65606,91546,31508,37932,182.3,14.3590136314903,279.27,159202,105549,33011,9467,3029,0.0758,51.5855
E09000027,Richmond upon Thames,London,Urban,195200,11103,26040,10150,30281,62354,23903,31448,137.97,14.8327732682737,175.68,115959,57054,16331,4574,1360,-0.3129,51.4421
E09000028,Southwark,London,Urban,307700,16362,32116,16198,98700,87862,30715,25682,252.04,14.2622155876508,276.93,171620,93329,30002,9552,3134,-0.0744,51.4731
E09000029,Sutton,London,Urban,209600,12796,28619,11341,37143,63756,24244,31740,124.77,10.420465794821,188.64,107792,71329,22304,6322,1892,-0.1775,51.3621
E09000030,Tower Hamlets,London,Urban,310300,19090,35051,18367,117170,83877,19279,17472,286.59,10.0418104471344,279.27,164359,99697,31182,11172,3896,-0.0356,51.5172
E09000031,Waltham Forest,London,Urban,278400,18985,34054,15142,66651,87663,27533,28396,175.84,14.1314588013624,250.56,143437,93169,29590,9277,2953,-0.0127,51.5941
E09000032,Wandsworth,London,Urban,327500,18704,32586,13081,109967,93499,28336,31334,219.69,14.1798609770226,294.75,198576,91919,26746,7868,2397,-0.1866,51.4514
E09000033,Westminster,London,Urban,204300,8502,16514,10649,63495,58288,22007,24780,173.94,19.3846095655956,183.87,115033,58977,19840,7404,2982,-0.1614,51.5138
W06000001,Isle of Anglesey,Wales,Rural,68900,3211,7832,3404,10060,15913,10253,18205,37.86,17.3182664415292,62.01,32788,21937,10216,3059,878,-4.3611,53.2873
W06000002,Gwynedd,Wales,Rural,117400,5348,12770,7021,21671,26732,16579,27272,65.98,18.4605573410084,105.66,58620,37038,15668,4741,1324,-4.0209,52.8931
W06000003,Conwy,Wales,Rural,114800,5030,12161,5503,16716,26420,17538,31371,60.12,13.110742068001,103.32,51092,38345,17780,5819,1706,-3.7346,53.1381
W06000004,Denbighshire,Wales,Rural,95800,4769,11003,5160,14713,22462,13963,23747,54.68,17.4976326732266,86.22,43115,31254,14621,5179,1648,-3.3533,53.0899
W06000005,Flintshire,Wales,Urban,155000,7626,18017,8134,26101,40204,21653,33227,89.05,13.4777809154622,139.5,73431,51838,20920,6716,2057,-3.172,53.2072
W06000006,Wrexham,Wales,Urban,135100,6998,16254,7290,23577,35725,17886,27384,76.26,14.6897883935982,121.59,61404,45998,19316,6588,1811,-3.0176,52.9903
W06000008,Ceredigion,Wales,Rural,71500,2709,6712,4792,13473,14897,10504,18388,39.28,19.1649555099247,64.35,32195,24054,10881,3328,1017,-4.0705,52.2547
W06000009,Pembrokeshire,Wales,Rural,123400,5583,13870,6245,18528,28116,18676,32342,65.65,11.9994240276467,111.06,55187,41206,18605,6375,1987,-4.8842,51.8562
W06000010,Carmarthenshire,Wales,Rural,187900,9057,21244,9909,29512,44983,27725,45467,102.88,11.5738914053335,169.11,84785,59550,29491,10554,3517,-4.1578,51.905
W06000011,Swansea,Wales,Urban,238500,11427,26701,14451,48462,58031,30540,48878,131.06,11.7531672759401,214.65,113823,73789,33363,13061,4454,-4.0506,51.6435
W06000012,Neath Port Talbot,Wales,Urban,142300,7045,16382,8854,24848,35178,19850,30133,84.92,13.9959971448166,128.07,64583,43219,21961,9388,3138,-3.7418,51.6815
W06000013,Bridgend,Wales,Urban,145500,7343,17025,7623,26131,37406,19865,30097,88.46,10.2219526655445,130.95,66751,46142,21589,8254,2752,-3.5983,51.557
W06000014,Vale of Glamorgan,Wales,Urban,131800,6851,16163,6942,21126,33701,18166,28992,68.13,10.3909213036153,118.62,63999,42548,17533,5906,1953,-3.3992,51.4457
W06000015,Cardiff,Wales,Urban,362400,19069,43013,26433,94191,88469,38636,52499,212.62,11.4721955696467,326.16,181604,115195,44144,16193,5172,-3.2036,51.5102
W06000016,Rhondda Cynon Taf,Wales,Urban,237700,12531,28550,13429,45151,60123,31244,46625,123.65,10.3657879242717,213.93,105823,75427,36863,14925,4613,-3.4357,51.6505
W06000018,Caerphilly,Wales,Urban,175900,9216,21225,9592,31315,45482,23705,35410,95.43,12.469039940602,158.31,76930,56471,27645,11275,3631,-3.205,51.6533
W06000019,Blaenau Gwent,Wales,Urban,66900,3543,7527,3318,12536,16927,9526,13523,38.66,14.8464873210998,60.21,27465,21865,11210,4785,1579,-3.1938,51.7668
W06000020,Torfaen,Wales,Urban,92300,5002,11057,4887,16811,22650,12712,19157,51.99,11.7749066035817,83.07,39335,31301,14340,5584,1716,-3.0536,51.6987
W06000021,Monmouthshire,Wales,Rural,93000,3962,9797,4571,13096,23012,14479,24040,51.76,11.6313496595187,83.7,43165,31887,12655,4060,1188,-2.8724,51.7661
W06000022,Newport,Wales,Urban,159600,9733,20551,8673,32339,41583,19653,27060,86.28,9.77827755640844,143.64,74351,52689,21937,8159,2456,-2.9,51.5862
W06000023,Powys,Wales,Rural,133200,5731,13536,6419,18928,30348,21087,37119,76.76,12.645140175098,119.88,59313,45946,20078,6040,1792,-3.4097,52.3256
W06000024,Merthyr Tydfil,Wales,Urban,58800,3301,7238,3120,11056,14977,8038,11110,30.46,11.9468195859574,52.92,26718,17786,8837,4112,1386,-3.3611,51.741
